inner_fold,seed,anchor_split,strategy,anchor_index,source_index,anchor_date,source_date,source_partition,source_before_anchor,endpoint_gap_rows,regime_agreement,coverage_distance,same_year
inner_2021,789,train,matched,5,0,2019-01-15,2019-01-08,inner_train,True,5.0,True,2.4894806201076367,True
inner_2021,789,train,matched,6,0,2019-01-16,2019-01-08,inner_train,True,6.0,True,2.5955401920679613,True
inner_2021,789,train,matched,7,2,2019-01-17,2019-01-10,inner_train,True,5.0,True,0.5421890734632466,True
inner_2021,789,train,matched,8,2,2019-01-18,2019-01-10,inner_train,True,6.0,True,0.3346849260471174,True
inner_2021,789,train,matched,9,2,2019-01-21,2019-01-10,inner_train,True,7.0,True,0.45798314239161053,True
inner_2021,789,train,matched,10,1,2019-01-22,2019-01-09,inner_train,True,9.0,True,1.009765571620894,True
inner_2021,789,train,matched,11,5,2019-01-23,2019-01-15,inner_train,True,6.0,True,0.7200800629195334,True
inner_2021,789,train,matched,17,12,2019-01-31,2019-01-24,inner_train,True,5.0,True,0.7202063286739513,True
inner_2021,789,train,matched,18,12,2019-02-01,2019-01-24,inner_train,True,6.0,True,0.7296168603413373,True
inner_2021,789,train,matched,19,13,2019-02-04,2019-01-25,inner_train,True,6.0,True,0.07125610365078705,True
inner_2021,789,train,matched,20,14,2019-02-05,2019-01-28,inner_train,True,6.0,True,0.30294954458256873,True
inner_2021,789,train,matched,21,14,2019-02-06,2019-01-28,inner_train,True,7.0,True,0.07786218233604147,True
inner_2021,789,train,matched,22,17,2019-02-07,2019-01-31,inner_train,True,5.0,True,0.07991209969320279,True
inner_2021,789,train,matched,23,12,2019-02-08,2019-01-24,inner_train,True,11.0,True,0.36464311358790935,True
inner_2021,789,train,matched,24,13,2019-02-11,2019-01-25,inner_train,True,11.0,True,0.058268908123976004,True
inner_2021,789,train,matched,25,20,2019-02-12,2019-02-05,inner_train,True,5.0,True,0.23604695615011817,True
inner_2021,789,train,matched,26,13,2019-02-13,2019-01-25,inner_train,True,13.0,True,0.2665238469444349,True
inner_2021,789,train,matched,27,13,2019-02-14,2019-01-25,inner_train,True,14.0,True,0.22000383130954226,True
inner_2021,789,train,matched,28,5,2019-02-15,2019-01-15,inner_train,True,23.0,True,0.2102401464783017,True
inner_2021,789,train,matched,29,6,2019-02-18,2019-01-16,inner_train,True,23.0,True,0.32571271833476567,True
inner_2021,789,train,matched,30,6,2019-02-20,2019-01-16,inner_train,True,24.0,True,0.29062139852349533,True
inner_2021,789,train,matched,31,7,2019-02-21,2019-01-17,inner_train,True,24.0,True,0.1476359988060647,True
inner_2021,789,train,matched,32,23,2019-02-22,2019-02-08,inner_train,True,9.0,True,0.11247798342669046,True
inner_2021,789,train,matched,33,18,2019-02-25,2019-02-01,inner_train,True,15.0,True,0.13613217432458002,True
inner_2021,789,train,matched,34,25,2019-02-26,2019-02-12,inner_train,True,9.0,True,0.1779831551953568,True
inner_2021,789,train,matched,35,17,2019-02-27,2019-01-31,inner_train,True,18.0,True,0.16692347668283247,True
inner_2021,789,train,matched,36,28,2019-02-28,2019-02-15,inner_train,True,8.0,True,0.5205991355929704,True
inner_2021,789,train,matched,37,31,2019-03-01,2019-02-21,inner_train,True,6.0,True,0.3356882303090041,True
inner_2021,789,train,matched,43,38,2019-03-11,2019-03-04,inner_train,True,5.0,True,0.38014730012387465,True
inner_2021,789,train,matched,44,39,2019-03-12,2019-03-05,inner_train,True,5.0,True,0.13758566295256314,True
inner_2021,789,train,matched,45,28,2019-03-13,2019-02-15,inner_train,True,17.0,True,0.15415067982725805,True
inner_2021,789,train,matched,46,6,2019-03-14,2019-01-16,inner_train,True,40.0,True,0.1744403398860177,True
inner_2021,789,train,matched,47,31,2019-03-15,2019-02-21,inner_train,True,16.0,True,0.14660347419187536,True
inner_2021,789,train,matched,48,28,2019-03-18,2019-02-15,inner_train,True,20.0,True,0.13353139262452274,True
inner_2021,789,train,matched,49,28,2019-03-19,2019-02-15,inner_train,True,21.0,True,0.2743039465056052,True
inner_2021,789,train,matched,50,9,2019-03-20,2019-01-21,inner_train,True,41.0,True,0.2596456402284977,True
inner_2021,789,train,matched,51,8,2019-03-21,2019-01-18,inner_train,True,43.0,True,0.15206951362343357,True
inner_2021,789,train,matched,52,25,2019-03-22,2019-02-12,inner_train,True,27.0,True,0.10698521138482775,True
inner_2021,789,train,matched,53,9,2019-03-25,2019-01-21,inner_train,True,44.0,True,0.2424463035687383,True
inner_2021,789,train,matched,54,47,2019-03-26,2019-03-15,inner_train,True,7.0,True,0.2596456402284977,True
inner_2021,789,train,matched,55,6,2019-03-27,2019-01-16,inner_train,True,49.0,True,0.09105873094696681,True
inner_2021,789,train,matched,56,45,2019-03-28,2019-03-13,inner_train,True,11.0,True,0.22924733425222765,True
inner_2021,789,train,matched,57,45,2019-03-29,2019-03-13,inner_train,True,12.0,True,0.3530971225908486,True
inner_2021,789,train,matched,58,35,2019-04-01,2019-02-27,inner_train,True,23.0,True,0.17299022936506958,True
inner_2021,789,train,matched,59,21,2019-04-02,2019-02-06,inner_train,True,38.0,True,0.03226086221822122,True
