inner_fold,seed,anchor_split,strategy,anchor_index,source_index,anchor_date,source_date,source_partition,source_before_anchor,endpoint_gap_rows,regime_agreement,coverage_distance,same_year
inner_2021,42,train,matched,5,0,2019-01-15,2019-01-08,inner_train,True,5.0,True,2.4894806201076367,True
inner_2021,42,train,matched,6,1,2019-01-16,2019-01-09,inner_train,True,5.0,True,1.4799201556559574,True
inner_2021,42,train,matched,7,0,2019-01-17,2019-01-08,inner_train,True,7.0,True,2.5231723595644837,True
inner_2021,42,train,matched,8,1,2019-01-18,2019-01-09,inner_train,True,7.0,True,1.0554068525770983,True
inner_2021,42,train,matched,9,3,2019-01-21,2019-01-11,inner_train,True,6.0,True,0.4726738578016141,True
inner_2021,42,train,matched,10,3,2019-01-22,2019-01-11,inner_train,True,7.0,True,0.5144553918165693,True
inner_2021,42,train,matched,11,6,2019-01-23,2019-01-16,inner_train,True,5.0,True,0.8261396348798575,True
inner_2021,42,train,matched,17,12,2019-01-31,2019-01-24,inner_train,True,5.0,True,0.7202063286739513,True
inner_2021,42,train,matched,18,13,2019-02-01,2019-01-25,inner_train,True,5.0,True,0.13235145148467398,True
inner_2021,42,train,matched,19,12,2019-02-04,2019-01-24,inner_train,True,7.0,True,0.5915889508518579,True
inner_2021,42,train,matched,20,13,2019-02-05,2019-01-25,inner_train,True,7.0,True,0.019048194970694432,True
inner_2021,42,train,matched,21,14,2019-02-06,2019-01-28,inner_train,True,7.0,True,0.07786218233604147,True
inner_2021,42,train,matched,22,16,2019-02-07,2019-01-30,inner_train,True,6.0,True,0.14660347419187492,True
inner_2021,42,train,matched,23,18,2019-02-08,2019-02-01,inner_train,True,5.0,True,0.364973746753428,True
inner_2021,42,train,matched,24,16,2019-02-11,2019-01-30,inner_train,True,8.0,True,0.18232155679395445,True
inner_2021,42,train,matched,25,12,2019-02-12,2019-01-24,inner_train,True,13.0,True,0.34217025773585075,True
